Age,Occupation,Purchase_1,Purchase_2,Purchase_3,Purchase_4,Purchase_5
33,11,3529,1869,1498,13214,12520
41,14,2276,2373,1957,7277,3543
51,2,859,7157,1594,10112,2223
41,6,1055,4897,410,23727,9229
49,15,3094,2285,959,9396,8238
44,14,4792,1065,1999,22237,6695
46,15,3813,8,366,21687,6442
30,18,3116,3012,552,16352,9728
38,9,366,3215,230,17536,7610
29,11,2231,5187,1238,21755,11306
37,3,1669,1287,2012,2962,1518
44,13,4462,3824,1327,19877,2384
35,4,310,8856,1062,20404,12570
27,15,1410,2027,2459,1308,13403
56,12,4926,1385,767,554,10787
28,9,3156,5726,780,12473,8133
42,11,3575,94,576,23122,10329
47,4,2508,6506,2113,9269,5371
40,17,4497,1682,1546,23395,3728
26,13,4401,9419,1543,565,7922
38,7,3240,5468,377,11940,13584
40,2,1669,1233,1562,10220,11735
41,12,4088,8869,504,23583,3053
34,18,1776,8020,382,20831,9237
44,20,1992,3457,2225,9211,10992
35,13,2547,7797,2169,2802,2756
28,19,89,6710,2143,19535,10734
32,5,3530,7095,1460,19130,5289
40,17,704,4462,2103,23722,6163
55,14,2550,5396,995,1592,12209
62,19,1375,9341,468,21555,7789
33,17,2301,9829,1124,6930,5500
49,14,2635,3626,385,20076,7861
50,16,3019,7129,1964,1793,12394
40,8,303,2649,1570,1401,11542
48,17,2095,6276,467,5200,13711
40,19,1714,5976,2438,11772,4800
46,1,4539,5342,1668,2714,11476
41,12,156,1213,64,11318,3348
24,7,3756,4171,99,18192,5282
44,7,363,7037,1158,14328,9068
30,2,4074,2544,291,15403,3873
56,9,1441,167,843,22816,12442
51,10,3096,5246,455,5587,2292
41,18,1391,5917,617,23328,3579
57,15,3810,9494,1302,3691,2792
41,13,1377,3169,1959,5972,14070
53,20,782,6281,1810,23092,2765
46,18,3614,119,1470,4541,2635
55,9,4584,9672,1385,10491,9801
35,11,802,1811,1650,12831,11356
42,15,2836,7977,1189,21180,4126
40,13,3859,432,2376,12949,11283
36,7,3554,6740,1088,18375,11132
36,14,4026,7532,2265,3906,1746
35,18,4688,2081,1119,17420,7101
32,19,1150,1667,1178,6853,5087
42,17,3430,9386,396,23890,10065
47,18,4769,4378,523,8579,12279
57,4,2861,2330,2290,9861,4073
48,11,2192,9956,739,19416,9797
49,10,4298,4753,2241,21795,7720
53,2,4920,978,1340,1307,9272
61,1,3021,2085,2322,24906,11569
37,9,357,9774,636,8926,1129
55,16,3030,9522,1342,501,4751
27,9,3615,3695,660,2379,10724
39,8,1197,8263,1815,11822,5279
41,11,925,4755,1499,15869,5874
36,2,3717,2477,2302,7336,10075
38,6,4211,3930,740,1333,10379
41,14,2947,1902,24,11894,12278
49,1,4618,1049,1312,2268,2514
38,2,841,8034,1781,13212,9307
47,19,873,7543,1501,6563,1676
53,12,2873,4575,785,23182,10388
47,7,3087,1154,1874,112,2816
45,9,4988,1051,1529,22515,1487
35,5,2630,6269,1324,20812,2495
54,3,4846,3861,1583,20329,11385
59,20,2442,3676,2065,10075,3659
41,3,610,7975,943,2455,6148
42,8,801,8438,1428,19341,9391
36,9,4500,2345,1335,3136,4870
32,2,4918,5667,448,23422,9534
38,13,4656,5109,2054,3963,8445
58,17,2310,5472,1410,20322,7862
32,6,3109,2791,1801,13396,12866
50,8,4975,9950,2153,10820,3223
54,1,2676,273,949,7642,2143
50,10,3989,938,1987,20335,11117
43,19,3521,4862,490,22700,53
21,17,2703,6673,2272,20066,4236
41,3,2897,6917,60,14127,3285
43,5,3162,3940,1763,18874,12
62,1,1410,4376,2190,13074,9620
36,18,4562,2517,1508,4324,1368
53,17,503,2780,1311,9348,10982
45,16,4339,2825,1063,22965,8433
45,15,3656,7826,2018,17724,1286
33,2,4136,6304,604,24589,14701
50,15,4722,121,221,18425,627
36,7,2853,8126,2053,22450,3170
35,17,2851,7993,1572,17840,2774
24,13,3681,8612,406,6061,10193
50,4,48,979,225,18468,3960
44,9,408,4981,605,17186,159
22,12,3307,4471,142,10171,3557
51,20,787,7727,1578,12975,5944
29,14,3408,8139,1577,21950,6925
33,19,3251,6171,1856,601,10579
30,16,3660,5009,269,5002,11663
53,8,4867,1910,702,9333,14523
41,6,1757,2846,1206,9443,6742
50,2,1058,8673,1628,24795,9595
46,8,1314,5307,2163,5124,11734
51,9,3203,7963,368,1680,11968
50,6,1146,1656,2497,12413,4894
48,4,3117,9143,1403,17766,872
41,1,2676,6976,354,8005,1736
51,10,1143,5395,339,12203,14289
40,20,2910,437,1871,9369,12368
53,8,1855,3451,923,16109,7011
47,6,3586,1000,2318,8188,12973
35,17,3422,9282,1942,1566,2436
58,13,1676,8111,856,22219,7556
39,2,1332,7492,1185,206,2734
42,11,1645,7073,771,7896,3806
35,19,3543,8707,1887,15277,11238
51,9,1920,1580,753,2953,11251
36,13,1869,8191,2014,23238,7496
25,14,1675,4217,993,5056,7724
61,13,3095,727,1091,21517,5700
49,11,1643,260,2037,7276,740
45,3,2417,2800,1076,22970,6233
35,4,234,7319,654,5676,2584
36,19,4670,1190,2222,2341,8313
51,8,3291,7235,959,9178,7035
32,20,2078,5242,1115,15287,4290
49,2,2495,3529,433,11385,10432
54,18,1325,1914,2297,12383,4708
40,15,3092,232,397,17042,11392
41,20,2906,2085,1758,11210,9027
41,3,4843,9845,2122,24737,1164
38,18,2559,7440,1696,22554,14879
40,9,1292,7386,1627,9794,1241
38,20,1489,7752,510,22912,9916
40,12,3227,5328,1051,9184,12939
26,15,4985,7790,843,9415,9171
53,17,560,3492,963,11371,14385
34,1,1831,5308,2240,23620,8844
50,11,1792,8584,1810,23633,542
46,3,1218,6991,2455,1179,6706
42,20,4417,8089,1589,3201,9000
49,18,2682,4756,1211,2740,3444
40,19,1674,2298,400,21654,3479
41,18,4763,8578,462,7767,9636
46,5,4683,7599,2332,395,10857
46,2,4033,3504,1082,13147,7082
54,9,4330,5522,535,11162,1443
34,20,3508,5597,2450,17291,7420
69,13,675,8506,1698,4764,1391
40,12,4529,2028,332,19600,7716
51,10,489,7583,1457,15394,11962
57,3,586,5336,490,20104,9056
36,15,3448,982,1678,22682,714
41,6,2060,646,1192,14982,12694
37,6,1820,846,1906,13267,14283
39,7,1844,5488,114,23419,744
45,5,1858,3236,2407,21270,14051
32,18,153,3039,507,21986,13172
36,7,3346,8199,844,20732,8650
45,9,1933,5419,224,23582,2208
39,1,2744,5732,846,8237,681
29,2,4595,4027,1316,18104,452
38,15,1343,173,1615,10317,13838
40,4,771,1904,204,1537,10677
46,6,4589,7846,2120,1881,3394
49,20,711,3757,86,2495,2560
43,17,4164,1536,1002,22163,11276
38,6,2559,9850,391,2656,11112
37,16,4549,6577,2325,22193,6060
52,18,2138,2242,2103,15966,10890
29,4,4688,2396,2257,9650,483
57,20,4100,6441,2082,8062,10364
54,20,3207,4675,1010,11126,10633
55,17,25,26,2140,13616,8088
49,3,2290,8688,2340,3981,10655
39,13,2171,1036,2349,18895,5420
46,9,256,4921,948,7841,2529
37,19,231,2914,1643,22633,139
40,1,2614,9233,1265,20015,2642
48,10,4958,9978,1412,20976,14783
56,14,1885,5739,786,11658,13158
38,3,3993,446,2439,15613,4315
46,1,3163,9229,1934,20948,554
45,16,3552,9441,2451,19338,14
43,12,2106,5328,2014,7,3023
45,4,359,6373,1787,13040,7575
61,9,3986,5667,184,21183,14811
42,11,3084,4984,936,2174,864
34,11,1040,931,2475,590,2132
44,7,1604,2535,350,20016,12784
64,14,2236,7159,1256,18441,1490
45,7,3088,6393,482,6799,8748
59,2,2512,2394,495,13061,8003
32,1,437,3343,952,2486,12385
39,17,3784,4933,2443,22712,4128
33,9,4993,899,399,6339,6260
58,8,4681,7487,1498,228,599
25,16,3979,8893,371,16751,14404
52,15,1571,8753,2038,12333,8810
52,10,1249,3217,2317,16945,9078
37,2,1511,9887,2451,9402,9036
50,13,2955,9266,851,16804,2789
50,2,2719,1102,666,13351,5320
22,10,3797,7616,1470,22116,3822
34,9,2769,5177,2216,8283,14479
59,5,1304,5075,824,19193,6684
44,5,4576,8788,1473,16657,9731
38,13,2374,3680,391,16059,14660
40,14,2997,3830,1162,893,1867
51,17,2061,9681,1634,7315,11184
49,7,3511,8215,621,12762,2322
16,15,1548,9465,2405,1793,798
56,17,1429,1063,9,4911,3288
43,9,936,247,29,36,12875
52,6,3206,552,272,17285,14139
40,1,2210,7649,1959,17576,968
43,11,3304,6298,389,5087,13065
34,14,1040,7873,584,2270,5583
49,9,1130,9370,2149,12015,7018
49,17,4149,4728,2199,1636,9559
56,17,541,9826,2452,5423,8277
50,3,673,1119,367,6540,2832
38,17,108,6348,2492,1928,11086
33,3,3550,8231,1040,6394,11480
47,18,2973,7764,2420,19223,12786
40,12,1381,2821,1384,20602,13772
31,1,762,7392,238,21411,2120
24,2,1859,4341,1716,22760,9347
56,6,1425,8439,670,12388,3766
61,10,4430,2648,2007,1148,3633
51,12,1199,6074,2306,7785,4940
45,1,3118,7288,2365,23211,7263
46,12,2486,3060,1600,3243,10031
46,14,3323,1339,1054,9645,2875
45,1,2452,6441,35,16285,12334
56,7,437,7836,523,19053,1070
41,14,1083,8192,842,24390,34
59,16,758,8059,1223,11668,8515
36,2,1348,6627,741,6932,12631
32,6,2920,2518,56,20041,8016
53,7,4199,9882,1449,19105,45
44,2,4110,9398,464,6850,7507
31,13,415,8566,1863,8683,10113
48,18,3643,8533,1391,4813,1056
28,10,4562,1613,1950,2840,11123
46,17,298,4981,1750,20913,565
30,7,3269,924,1982,5382,4409
43,15,3389,2904,851,23895,706
47,4,2549,4169,1596,2884,217
47,10,3351,7240,2055,5625,11775
26,9,4290,3379,2186,20082,949
58,9,1586,3886,1544,11241,8799
43,19,3895,4554,922,7449,7630
41,6,1109,2734,187,17579,2734
42,7,1422,7151,1319,6597,6793
30,19,3026,7430,1668,19061,12236
45,2,4323,4535,1385,11916,7592
35,11,1875,6550,2175,16874,7141
39,1,1910,397,1683,12649,14107
44,13,898,7121,1841,11159,5640
48,10,1412,3663,2405,23952,5967
38,15,1832,357,1100,24229,7368
51,9,1692,6899,458,184,14643
34,8,3412,2305,35,7345,5587
39,16,4126,1198,302,24966,4676
53,9,929,57,1492,4012,10547
43,19,1414,9230,2113,24531,14159
31,18,3422,2280,1409,24404,14511
37,19,4621,5762,1591,7502,11024
53,9,1058,8325,937,18546,7721
41,15,518,1319,2382,17193,9171
39,12,4283,5658,1934,21719,3969
50,18,2454,2108,934,1889,8302
53,18,2900,8165,976,10335,1867
46,8,2726,2279,548,24030,5199
45,4,1756,2275,2371,21846,12473
49,20,4868,6992,232,19081,9478
48,19,338,3568,1085,18853,10657
43,10,4735,952,852,13258,11480
36,12,600,4425,2175,20617,6655
39,8,3215,3950,1382,9825,6225
52,5,137,2700,455,8093,938
39,14,234,4317,1972,10967,7841
37,3,3991,25,607,24631,8418
46,19,4509,8239,2193,6158,13213
24,11,1837,6025,1389,16626,12382
38,2,46,6142,1091,15724,24
31,8,2924,1657,2072,1416,9047
41,18,1929,6148,785,16618,10115
35,9,126,3505,1290,24375,9660
49,12,2900,6768,2090,22554,12791
36,14,1905,2435,1965,8782,5399
36,2,2509,6625,5,10256,8784
46,6,2636,8795,918,17924,12674
45,5,416,629,242,12240,11509
33,12,2688,8471,774,20675,64
36,9,3836,9632,1620,1285,9212
46,16,3697,4286,1971,23887,6426
47,15,2863,7596,1092,16295,8756
28,1,603,8430,1247,24372,2478
46,2,2305,3690,2400,10770,6049
28,8,3481,7365,1895,17464,506
37,11,3468,3717,882,5811,14090
58,19,2123,8811,1596,9140,8708
50,10,1695,2518,1375,23503,9985
25,18,3798,3036,2051,12304,13336
50,8,4176,3148,791,21845,2
37,7,4172,816,1934,18530,5545
44,9,1914,4570,2124,7944,5828
32,4,2733,8788,2493,21139,7537
63,8,2789,1285,1587,19028,1316
36,20,3255,2040,716,23551,4545
41,10,2914,4317,2486,16287,5512
33,1,3603,9833,2372,20477,11521
42,10,2497,5538,2310,566,9754
48,3,1591,4364,1915,20966,2142
50,5,1183,1891,1143,7340,2849
47,10,3889,9183,142,18737,12720
50,10,3202,242,2264,866,5591
33,18,3611,2356,142,16626,5745
45,18,4965,8771,685,11116,14953
39,19,4445,2008,480,15927,6872
43,16,3927,6562,151,10580,11383
39,4,2966,8516,649,3622,4709
48,3,2270,4672,33,13795,1172
39,7,1416,7064,2325,2198,6236
61,16,1090,1388,1735,5565,8979
33,11,414,6837,2091,14739,6887
40,6,4648,1823,538,20267,6630
29,9,3013,3200,588,21729,4457
40,6,1266,2784,2352,5615,1886
36,4,2680,6810,2420,4700,2012
32,12,391,8356,1222,6081,11238
45,5,2812,5083,903,17226,14791
52,15,3957,4146,549,10929,12168
49,5,4736,8896,1732,15522,12968
28,17,1920,8144,1272,24593,2277
37,11,3634,2244,1501,605,1375
54,10,2425,3925,365,3195,7274
26,17,3112,7831,1707,23889,6096
45,9,1435,806,1761,11834,530
30,20,1357,9274,1759,4382,9233
54,3,2672,5747,1847,11399,13450
55,14,3918,1653,54,16971,13310
44,8,1710,4725,1783,20298,9360
44,12,459,2816,1287,18051,8173
64,16,1744,9689,1225,5110,12532
57,15,2987,8067,196,24635,2534
47,10,42,2367,787,23217,6785
44,6,4894,559,2422,12353,14348
26,1,1718,6943,2362,14385,8901
49,8,2162,9572,561,9917,10177
29,11,1900,2698,610,23215,12895
40,3,1391,7298,2197,5549,12160
55,7,1488,36,1799,14471,13460
32,6,94,5997,87,19047,1928
42,13,1534,2608,1353,4111,9724
54,16,3590,353,532,8022,8027
35,1,2279,2571,2066,11906,7118
37,19,4428,1516,843,12969,12880
37,9,1124,3444,1861,2348,11720
45,14,3959,9649,1125,16484,3207
45,7,3725,6248,71,15493,13542
39,13,1178,6298,237,11987,4968
30,2,3793,5609,815,15776,12847
36,16,315,2569,969,14843,6922
38,14,1499,9369,1558,1034,14711
31,16,2539,8904,2169,19601,10579
38,6,4432,2627,1423,142,8268
16,19,4001,475,382,8970,13999
39,6,1232,3659,718,11503,6654
57,8,4519,4724,1933,7780,5489
39,11,1929,8270,1593,4334,5344
41,1,282,3718,1961,4769,509
47,1,3552,6497,1955,15780,881
54,12,1800,6769,2036,18935,9284
38,18,2970,7117,2193,13761,4243
50,10,1961,161,485,3307,8256
55,4,4935,5423,1192,14978,4524
35,19,1816,757,1605,8346,7367
33,14,2388,7304,2256,17705,808
38,6,2297,8331,1275,23380,0
40,14,4146,640,619,24278,4988
55,19,1281,9071,1091,11727,4187
57,18,4890,814,968,19775,3494
54,9,1466,6797,2339,15493,7810
46,2,810,2266,1836,634,1485
45,18,429,7897,2390,13563,11470
43,4,2939,590,33,9732,7176
27,20,3734,1492,633,24491,12291
40,20,2080,9714,1492,18863,12886
44,11,3394,887,150,17328,3252
41,4,2165,4674,1604,20658,11483
52,8,3126,4336,1833,16904,11596
50,19,4402,10,1540,6098,3476
41,19,2351,6848,1383,88,2823
49,8,2691,3462,922,19968,9528
35,17,1052,4172,1820,20167,12930
37,3,2552,8175,687,996,2570
36,2,469,2406,2218,723,2122
37,13,11,9791,2241,4974,8607
55,8,2354,2652,1373,5350,10641
54,7,2683,8123,602,13,9105
32,15,80,5724,1595,18119,3046
28,3,1252,6710,1960,19304,2097
40,11,1645,8154,810,23992,3570
42,6,1368,3824,2335,7843,3737
34,13,156,5007,185,7975,8332
47,8,4664,9061,766,78,4954
42,1,1582,1403,1455,16486,9847
54,17,3422,5792,1729,18623,10114
39,15,2575,343,1032,17000,4453
51,5,618,6617,580,16553,7299
37,14,3116,475,1800,18955,187
41,12,358,4268,1995,524,9096
44,7,1773,8098,125,21052,2333
38,9,4955,564,2254,13654,10176
33,17,3904,6582,696,13037,7732
43,7,4954,2187,1006,4466,14912
34,9,4968,4475,956,9182,4688
45,13,409,6649,2338,7332,8849
56,20,3339,648,1130,128,14001
36,19,377,2671,265,16676,13692
56,1,171,7153,1668,19767,11060
44,18,318,4317,1867,5194,440
55,19,2511,4368,1363,14219,5453
43,11,435,7687,1827,18042,10370
49,16,3706,3187,585,11351,7905
46,13,3677,4898,2331,10354,7970
30,2,4928,1792,2064,13154,1136
55,3,4648,2589,73,13598,2375
47,15,3829,5414,926,18683,14482
33,6,3999,2931,65,10612,866
49,11,2428,7621,484,22974,4316
55,8,698,2203,2430,11168,2937
36,20,4300,8359,2046,7381,7094
43,3,3045,13,1481,6596,6217
51,12,2605,3620,1107,12521,9084
50,18,128,7099,2255,3066,10294
35,5,1464,3219,1485,24881,1150
35,6,2066,6766,1663,18994,7886
38,19,1157,3379,474,12305,4339
38,14,2078,7059,1805,2427,4239
46,9,128,2533,2316,22073,14545
50,16,4648,8226,438,3047,4749
36,3,1732,1035,67,6100,9298
38,1,4556,1797,614,8560,13177
40,1,4744,6813,1625,5324,43
34,19,2596,5592,2318,5322,13362
21,5,1453,2797,1341,4068,9175
40,18,3670,1735,94,15887,6527
56,5,4553,8911,2407,2322,6343
37,20,3575,4555,1876,15438,12063
50,17,2193,3601,1233,24610,1240
32,2,2962,4155,1530,18580,3726
38,12,1529,3188,2426,17484,9182
36,19,1300,9899,420,18934,4119
52,18,819,4597,1271,1473,12753
40,2,2207,547,278,1113,1583
50,2,2825,3920,1783,22110,1758
48,16,1213,6048,2326,22282,9261
53,8,588,1729,1167,21780,3798
39,19,1728,2111,2353,19572,12959
43,11,2664,7359,1850,17522,11236
51,14,242,3568,2385,24849,9210
29,20,1074,8692,2153,24867,7907
51,1,4194,8579,1802,21066,14927
55,10,2884,77,1768,16023,13258
31,13,2935,1526,607,15632,1331
45,9,3244,1394,2167,17470,12627
51,3,1126,4567,2043,1375,2173
33,1,1198,2138,120,16864,10318
55,7,930,124,782,2984,4143
29,18,7,8280,2480,19022,9385
39,15,2249,5715,54,10927,3180
43,3,1471,8861,287,23041,12711
37,17,3093,2722,1480,7952,6261
44,10,2381,7783,1215,21630,713
40,13,606,748,2105,6425,13646
46,6,123,7698,859,18093,9788
62,20,1022,7407,666,16383,1551
38,5,3567,2950,105,19220,11147
36,8,1599,5804,2439,8157,2065
38,20,4302,8661,303,12972,1923
43,12,3562,7991,706,9839,9649
49,1,847,1880,2364,4340,14275
49,2,2273,344,2345,24086,6100
44,20,2550,4787,497,10746,11671
40,6,492,4421,1478,18660,6531
36,19,4578,594,1027,897,11063
51,12,1053,4791,2104,22995,7462
32,7,365,5600,49,23076,726
58,19,2202,3184,1470,21033,6763
38,10,199,5829,2239,2169,7215
48,2,3798,175,1352,8055,4244
41,2,4404,9940,896,16756,14627
39,15,2640,2627,1275,15228,4700
47,8,105,4313,1835,1111,12238
30,11,2041,2864,1422,19380,10844
51,13,3137,474,11,1157,2865
45,19,2972,5067,2094,12737,7233
38,11,1498,5192,1100,384,8059
51,8,1803,1889,1558,23184,255
60,19,4060,3533,1249,745,7812
50,3,416,6173,388,10553,14280
41,2,3435,1110,1761,12168,3384
32,1,3562,8782,562,20333,7149
33,2,3449,1159,1216,18024,14381
26,15,4993,9001,1203,3197,12997
51,1,1938,3291,1776,20640,14661
26,4,1874,355,577,15588,1444
40,17,3670,2078,1268,10715,2774
56,12,4915,7275,2331,483,12103
45,18,4314,7754,899,7188,4537
43,10,3515,2678,177,14011,808
39,8,2979,6097,267,5278,1998
42,12,3509,947,1890,14980,9700
54,2,3623,1215,1582,23356,10693
39,8,1419,5964,2400,1575,6938
48,14,2595,7620,1870,5465,11516
37,7,266,6184,1742,8312,8502
36,5,486,6878,1780,19616,7367
54,16,4216,7627,119,7901,1797
41,8,1261,2148,564,11867,7284
51,20,1593,8546,827,11038,5001
37,11,20,4528,420,23018,5758
38,20,1030,2168,1683,6400,8582
32,7,4245,152,960,18085,9863
41,11,902,9277,495,18976,7738
40,13,4493,6965,1777,3262,8855
43,7,1708,3095,623,21106,6164
29,20,439,5125,709,14975,6166
62,5,3350,9017,2306,3915,1076
41,1,3775,1966,197,601,3645
35,7,350,1473,1970,11515,9067
57,13,1383,501,379,15425,13795
39,1,944,9731,1912,20689,11996
51,4,1231,5463,2302,18085,8360
27,4,3102,2544,2192,972,7049
43,9,4205,4627,1317,13665,9495
43,1,4282,6110,4,9329,9131
46,12,1529,9473,1512,21834,9158
36,17,4265,5731,881,4278,6889
45,11,627,7246,1901,2707,5039
33,20,3695,3476,1255,5694,7770
34,3,1429,9567,1938,20643,14727
56,3,2614,8533,2433,20373,1807
54,8,362,2724,1769,3418,2357
37,19,428,1236,272,10572,377
40,9,1766,1324,2039,6092,6438
42,20,2185,5735,1347,23598,9743
58,2,2315,1107,901,18433,3959
43,16,2918,8253,300,4377,13900
39,20,2786,1735,342,13095,3080
49,4,3769,1493,1401,17833,1161
40,4,4864,481,1958,11223,10483
44,11,4426,6772,888,18913,10484
51,10,4587,441,114,10886,1390
42,18,2608,1026,44,1,8774
36,5,4525,3047,461,22895,787
42,8,2946,6742,1941,19340,5744
43,20,1996,3414,2053,8733,5400
58,7,866,1754,138,6711,5699
50,16,3799,270,1944,4586,14483
41,16,1618,175,960,14962,14877
37,20,4394,1717,880,21297,12882
48,1,2729,4080,548,21712,13617
36,9,1022,460,1100,5020,12271
50,14,2304,9174,1289,18566,10284
40,5,3009,9405,1555,747,6335
46,17,92,5204,1651,12889,13230
57,4,1522,6809,551,23165,38
42,10,1073,9388,1173,4445,3138
45,11,1709,9369,1348,5051,10709
18,7,3880,840,933,12518,6950
45,7,1988,2022,1693,8826,13817
68,6,3078,8204,1307,13747,12847
48,14,1168,8098,1652,13807,14600
50,3,503,2253,936,18464,4671
44,16,3687,1191,2274,16757,12212
47,12,4147,8726,1683,12071,7392
57,3,2015,3721,1298,758,1688
43,16,1563,4251,1750,16867,3676
36,3,1811,5559,2467,15342,6436
26,20,3054,171,1581,17893,14246
52,10,2120,7162,2334,19785,11272
48,7,317,9630,1002,1879,4211
41,10,439,9755,1359,22947,13806
51,9,4667,5782,2022,21176,7355
38,9,3920,2667,1625,18904,3018
50,1,652,5076,280,3171,1513
27,12,2532,6247,946,12125,3214
42,18,2041,1657,113,23546,4586
42,13,4132,6877,2436,24377,12163
49,15,895,1057,1745,21676,10177
45,20,4936,4882,782,4937,7497
35,7,2590,2034,1004,13586,8618
53,2,4189,8380,760,13706,11084
37,7,564,2236,538,10638,12954
43,16,896,2361,1788,13492,1172
43,10,3306,4774,1214,8707,3601
38,1,2656,98,2279,14085,12391
58,1,3012,9981,930,14926,13296
51,9,3759,3102,1558,18059,6828
36,11,2434,8271,1649,13219,8721
29,8,3716,4271,580,16305,8813
46,20,1382,8196,2069,14775,13393
33,7,1243,845,246,1874,14934
68,12,1267,3542,560,17510,7189
41,19,1814,8401,1536,9378,11070
37,20,4397,1801,723,17177,3942
24,1,4429,7584,1370,7294,3289
38,17,484,1929,2046,14081,5038
49,7,2763,6588,2211,22622,9064
30,5,2279,1056,1946,414,11127
47,10,290,8327,342,6156,3597
39,16,400,8732,1512,17802,2173
32,16,735,3329,1597,438,11638
53,8,3270,1633,1203,1778,13783
44,15,4033,1274,373,15730,12549
36,17,147,1188,1445,14864,2970
43,14,1743,8868,1153,18313,10928
38,4,4567,1739,1013,17825,13738
49,4,4599,3509,1683,23619,11620
42,10,2761,4993,1889,9184,8745
48,2,4732,7921,742,11267,2352
16,5,3595,2016,482,1119,12658
57,12,835,6346,798,15323,12023
35,7,617,5003,2215,9758,10739
37,16,4373,9848,2415,15703,1541
59,17,2496,7220,542,20860,9623
50,20,2453,6681,1348,5963,9592
20,11,2011,4901,955,21260,6639
30,14,2824,1719,1903,11257,13332
47,3,2216,9349,178,11574,13062
42,18,4301,9462,1509,14565,14309
57,13,4392,201,435,78,2344
44,3,393,4772,823,18604,2993
39,13,4876,5217,757,22069,12694
50,17,2422,1607,1080,21489,3451
46,18,2220,8898,735,18732,9172
43,7,4088,709,271,18025,7684
49,15,2443,7761,1228,10808,9598
51,8,3475,2947,1804,24553,12705
38,8,825,8297,1183,17755,12943
50,17,4798,3133,119,12201,4898
51,11,604,6012,2246,21945,9534
40,7,2706,2534,572,10959,7768
42,14,2877,3128,768,16801,8839
42,2,4267,6215,1732,665,8767
43,6,824,1118,1793,11678,1523
41,14,386,2051,1593,23722,9559
34,9,3514,3869,510,21796,13701
61,8,1635,3385,652,21788,458
56,1,1711,5277,1192,4320,794
40,8,4422,3288,1020,806,51
45,14,3586,4713,16,24043,806
45,10,4823,6817,1630,4294,11504
57,9,4959,7132,1212,3458,6109
53,18,1886,4484,192,3475,3580
48,7,1735,9852,1118,8616,13254
33,7,2036,393,1904,16077,12902
43,1,4854,2382,1126,18969,14415
42,20,2619,3981,421,23895,14825
39,15,792,5697,701,16915,7593
31,9,1312,3935,1739,21820,7234
42,13,3766,2876,1234,24962,11435
38,17,4203,5017,790,5183,12207
44,1,4924,221,2173,13870,1465
38,10,3411,8417,1895,17516,1098
40,13,3746,3301,432,17422,5940
41,16,3212,995,554,11231,14094
44,3,1848,2601,1829,2618,3670
55,15,4456,1224,1567,20907,10634
55,12,3530,8283,1430,22914,12276
36,4,3980,3575,1252,19778,4021
45,13,4671,1807,1380,10398,5408
35,14,3608,1698,210,11919,14183
28,8,1213,3430,816,14109,5740
32,2,2257,1736,297,16159,6800
56,12,2185,4186,2422,17675,3696
33,2,1772,2571,941,430,7380
54,9,7,2389,136,3484,14614
39,16,3908,7575,664,2696,12061
53,19,460,5546,1461,23212,273
41,7,227,3081,1732,22073,14057
41,18,1980,7618,565,1950,1948
59,18,3212,5857,1628,20554,3969
60,14,1366,9966,1926,16992,14606
48,2,3562,2657,325,78,8452
40,7,3556,9398,1156,12244,13240
46,15,4950,6704,347,15126,414
46,15,1327,5877,2183,10256,10463
42,16,2556,2241,866,13381,8680
40,12,2174,7851,62,11253,5930
40,9,2205,6009,52,13922,4989
30,12,861,5861,1677,11634,12721
54,18,4167,2644,1002,13008,9454
40,1,1708,3799,2436,9426,5026
36,4,4847,9985,1295,10981,4021
32,6,3938,2133,1771,16978,5856
30,19,3438,4215,519,12960,5294
41,12,3808,9617,1246,10838,11645
44,3,2219,2728,265,22515,1185
46,7,2216,9190,1897,19060,11370
41,19,4038,6305,342,11183,8166
56,10,4037,2426,1923,5905,6130
51,13,3197,6198,985,3128,10525
19,14,526,2853,2318,7722,5144
49,6,4510,1672,1819,6687,13995
51,7,2357,5736,1533,13068,11138
40,16,1086,8354,1005,12497,114
41,20,253,2202,1864,14235,7231
49,17,1877,3333,1610,12337,32
63,14,971,145,1811,2562,10510
43,17,1204,8866,769,2147,4957
32,14,3757,5417,2186,19103,6089
46,9,1945,6872,1838,4995,9022
42,5,1107,562,240,24227,10886
37,17,2575,1559,1845,19780,2507
33,18,1401,5463,5,6176,2233
45,17,3875,1423,698,6968,7204
49,11,3444,8633,1702,17940,14481
49,7,4682,2437,997,3270,273
35,12,3778,120,2195,5163,2925
43,14,3163,5606,1848,8808,14139
33,5,1137,5329,1233,18888,11374
34,2,386,5976,821,4772,11519
42,4,1565,8706,2085,13242,13707
24,12,3950,8217,1040,17084,2536
46,10,1769,7287,1305,7785,7484
39,10,655,5100,798,24356,9826
42,1,1182,1353,1563,3918,6286
36,14,2778,9974,1979,20740,5907
50,8,2314,1304,1287,22395,10283
54,16,1338,1272,806,1782,14696
50,14,3257,9934,730,6965,12419
37,3,1638,2240,631,10879,13165
50,9,527,6145,1791,8264,89
38,9,2647,8358,1100,4126,14990
52,10,3028,2034,1781,317,2236
34,16,2513,361,3,22935,11093
41,11,2127,4073,1115,4063,13930
51,10,1218,9331,2230,23738,14241
49,2,4751,9977,2435,21508,7361
43,10,2547,3423,1756,14591,732
47,16,1986,606,194,6714,10471
42,11,3196,3929,2054,23136,218
26,2,4999,4389,831,2242,7403
48,9,1389,3406,2468,1991,6785
45,13,2072,9236,40,1002,8922
26,1,538,971,1537,17518,3562
34,12,67,5222,1857,9044,991
